Truck_ID,status,ownership_type,date_acquired,purchase_amount,monthly_payment,lender,make,model,fair_market_value,down_payment,interest_rate,balloon_payment,months_owned,total_maintenance_cost,avg_maintenance_cost,maintenance_count,total_company_covered,first_maintenance,last_maintenance,maintenance_last_90days,total_miles_driven,avg_weekly_miles,current_odometer,total_trip_distance,avg_trip_distance,total_jumps,total_trips,total_stub_charges,avg_stub_charge,stub_count,truck_price,truck_horsepower,number_of_speed,remaining_loan,truck_year,purchase_odometer,missing_usage_data,current_equity,equity_ratio,total_invested,depreciation_amount,depreciation_rate,monthly_depreciation,monthly_burn_rate,equity_velocity,roi_ratio,financial_health_score,cost_per_mile,revenue_per_mile,maintenance_frequency,utilization_rate,truck_age,miles_per_year,operational_efficiency_score,age_risk,mileage_risk,maintenance_trend_risk,financial_risk,risk_score,risk_category,days_since_last_maintenance,predicted_monthly_maintenance,predicted_equity_6mo,months_to_breakeven,monthly_holding_cost,months_inactive,decision_flag
truck_0174,ACTIVE,Financed,2022-12-01,102789.5,2345.0,"Amur Equipment Finance, Inc.",Peterbilt,579,65055.0,0.0,12.95,0.0,38.3,14190.22,1182.5183333333332,12.0,12153.26,2024-06-21,2025-05-02,0.0,147306.99,2539.7756896551723,455857.0,142921.247375056,505.0220755302332,1.0,283.0,60200.0,1056.140350877193,57.0,,,,102789.5,2022,100025.0,False,-37734.5,-58.0039966182461,116979.72,37734.5,36.710461671668796,985.2349869451698,2715.5018276762403,-985.2349869451698,29.11120587028917,26.4,0.7941219897304262,0.4086703556973094,0.3133159268929504,150.0,4,36826.7475,71.9,0.19743336623889435,37.08874312707368,0.0,58.0039966182461,24.9,LOW,269.0,1182.5183333333332,-43645.90992167102,inf,2715.5018276762403,0,SELL
truck_0080,ACTIVE,Financed,2022-12-01,102789.5,2345.0,"Amur Equipment Finance, Inc.",Peterbilt,579,0.0,0.0,12.95,0.0,38.3,15080.67,718.1271428571429,21.0,14236.95,2024-07-01,2025-04-16,0.0,167685.99,2891.137758620689,508574.0,147024.04250581,512.2788937484669,18.0,287.0,70600.0,1196.6101694915253,59.0,,,,102789.5,2022,128364.0,False,-102789.5,,117870.17,102789.5,100.0,2683.798955613577,2738.751174934726,-2683.798955613577,33.99400636554622,,0.7029219912766714,0.4210250361404671,0.5483028720626633,150.0,4,41921.4975,69.5,0.19743336623889435,41.37782341196552,0.0,0.0,8.3,LOW,285.0,718.1271428571429,-118892.29373368146,inf,2738.751174934726,0,INSPECT
truck_0285,ACTIVE,Financed,2023-01-01,108592.0,2245.0,MidFirst Bank,Peterbilt,579,0.0,5414.73,11.03,0.0,37.2,0.0,0.0,0.0,,,,,90331.0,,252154.0,20387.4813891,474.1274741651163,0.0,43.0,20800.0,1094.7368421052631,19.0,,,,103177.27,2022,0.0,True,-103177.27,,108592.0,108592.0,100.0,2919.1397849462364,2245.0,-2773.5825268817202,10.827355730690348,,1.2021565132678704,0.2302642503680907,0.0,121.41263440860214,4,22582.75,75.0,0.19743336623889435,20.515369807777738,0.0,0.0,4.1,LOW,,0.0,-119818.76516129033,inf,2245.0,0,INSPECT
truck_0235,ACTIVE,Financed,2023-01-01,108592.0,2245.0,MidFirst Bank,Peterbilt,579,64734.0,5414.73,11.03,0.0,37.2,11219.0,1121.9,10.0,10314.47,2024-06-08,2025-04-30,0.0,161855.21,2790.607068965517,463383.0,146053.805561215,477.3000181739053,0.0,306.0,58300.0,955.7377049180328,61.0,,,,103177.27,2022,974.0,False,-38443.270000000004,-59.38652022121297,119811.0,43858.0,40.38787387652866,1178.978494623656,2546.5860215053763,-1033.4212365591397,28.673306283044386,25.5,0.7402356711285353,0.3601984761565599,0.26881720430107525,150.0,4,40463.8025,72.3,0.19743336623889435,37.70106207967143,0.0,59.38652022121297,25.4,LOW,271.0,1121.9,-44643.79741935484,inf,2546.5860215053763,0,SELL
truck_0063,ACTIVE,Financed,2023-02-01,134077.5,2747.0,"Aladdin Capital, Inc.",Peterbilt,579,64745.0,34077.5,14.28,1.0,36.2,7645.95,546.1392857142857,14.0,7645.95,2024-07-05,2025-05-03,0.0,165472.38999999998,2852.97224137931,466027.0,168757.709157895,516.0786212779664,9.0,327.0,62500.0,1024.5901639344263,61.0,,,,100000.0,2022,82000.0,False,-35255.0,-54.45208124179474,141723.45,69332.5,51.710764296768666,1915.2624309392263,2958.21408839779,-973.8950276243094,25.915882849428513,23.4,0.8564779296413138,0.3777065164768576,0.38674033149171266,150.0,4,41368.097499999996,71.1,0.19743336623889435,37.9161791818065,0.0,54.45208124179474,24.0,LOW,268.0,546.1392857142857,-41098.37016574586,inf,2958.21408839779,0,SELL
truck_0120,ACTIVE,Financed,2023-02-01,151100.0,3132.0,"Trans Lease, Inc",Peterbilt,579,63441.0,7525.0,11.15,0.0,36.2,14154.56,1011.04,14.0,14154.56,2024-06-09,2025-03-19,0.0,138374.41,2385.7656896551725,508556.0,139108.821716584,489.8197947767042,0.0,284.0,67750.0,967.8571428571428,70.0,,,,143575.0,2022,473738.0,False,-80134.0,-126.31263693825758,165254.56,87659.0,58.013898080741235,2421.5193370165744,3523.009944751381,-2213.646408839779,24.315142042061353,7.2,1.1942566548251226,0.4896136503852121,0.38674033149171266,150.0,4,34593.6025,71.1,0.19743336623889435,41.376358923373076,0.0,100.0,38.3,MEDIUM,313.0,1011.04,-93415.87845303868,inf,3523.009944751381,0,SELL
truck_0037,ACTIVE,Financed,2023-02-01,110864.5,2564.25,Engs Commercial Finance Co.,Peterbilt,579,66140.0,8000.0,16.42,0.0,36.2,23885.62,612.4517948717948,39.0,23555.62,2024-06-11,2025-04-15,0.0,151999.62,2620.683103448276,420498.0,159266.52676286,484.0927865132523,1.0,329.0,61550.0,976.984126984127,63.0,,,,102864.5,2022,93055.0,False,-36724.5,-55.52540066525552,134750.12,44724.5,40.34158815490982,1235.4834254143645,3224.0737569060775,-1014.488950276243,27.04591350308207,25.2,0.8865161636588302,0.40493522286437295,1.0773480662983426,150.0,4,37999.905,64.2,0.19743336623889435,34.211918008165334,0.0,55.52540066525552,23.5,LOW,286.0,612.4517948717948,-42811.43370165746,inf,3224.0737569060775,0,SELL
truck_0098,ACTIVE,Lease Purchase,2023-02-01,134077.5,2747.0,"Aladdin Capital, Inc.",Peterbilt,579,64526.0,34077.5,14.28,1.0,36.2,10018.27,1113.141111111111,9.0,10018.27,2024-08-23,2025-04-21,0.0,176519.95,3152.1419642857145,469136.0,157058.860381829,539.7211696970069,14.0,291.0,64300.0,1148.2142857142858,56.0,,,,100000.0,2022,32000.0,False,-35474.0,-54.97628862783994,144095.77,69551.5,51.87410266450374,1921.3121546961324,3023.7477900552485,-979.9447513812154,26.402540523896214,23.2,0.8163143599349534,0.3642647757378132,0.24861878453038672,150.0,4,44129.9875,72.5,0.19743336623889435,38.16912890591312,0.0,54.97628862783994,24.2,LOW,280.0,1113.141111111111,-41353.668508287294,inf,3023.7477900552485,0,SELL
truck_0212,ACTIVE,Financed,2023-02-01,110864.5,2564.25,Engs Commercial Finance Co.,Peterbilt,579,66420.0,8000.0,16.42,0.0,36.2,7559.4,755.9399999999999,10.0,6855.34,2024-07-08,2025-04-15,0.0,151041.54,2649.8515789473686,406783.0,164661.51062809,492.9985348146407,0.0,334.0,64350.0,1109.4827586206898,58.0,,,,102864.5,2022,114453.0,False,-36444.5,-54.869768142125864,118423.9,44444.5,40.08902759675099,1227.7486187845302,2773.0732044198894,-1006.7541436464088,30.461574510739066,26.9,0.7840485471745057,0.4260417365977598,0.2762430939226519,150.0,4,37760.385,72.2,0.19743336623889435,33.09605906119772,0.0,54.869768142125864,23.1,LOW,286.0,755.9399999999999,-42485.02486187845,inf,2773.0732044198894,0,SELL
truck_0115,ACTIVE,Financed,2023-03-01,141000.0,3217.0,"Crossroads Equipment Lease and Finance, LLC",Peterbilt,579,65280.0,20000.0,12.51,0.0,35.3,20231.51,749.3151851851851,27.0,19844.2,2024-06-24,2025-04-29,0.0,159361.24,2747.6075862068965,445555.0,148396.955649256,497.9763612391141,0.0,298.0,71500.0,1100.0,65.0,,,,121000.0,2022,120348.0,False,-55720.0,-85.35539215686273,161231.51,75720.0,53.70212765957447,2145.042492917847,3790.1305949008497,-1578.4702549575072,26.019717268660425,12.4,1.0117360407085187,0.4486661875873958,0.764872521246459,150.0,4,39840.31,67.4,0.19743336623889435,36.25056748932957,0.0,85.35539215686273,32.9,LOW,272.0,749.3151851851851,-65190.821529745044,inf,3790.1305949008497,0,SELL
truck_0064,ACTIVE,Operating lease,2023-04-01,145030.0,4070.0,Penske,Freightliner,Cascadia,88125.0,0.0,0.0,0.0,34.2,3857.96,120.56125,32.0,3857.96,2024-06-19,2025-01-19,0.0,168851.13,2911.226379310345,468969.0,165663.034127448,514.4814724454907,2.0,322.0,76600.0,1178.4615384615386,65.0,,,,145030.0,2023,411023.0,False,-56905.0,-64.57304964539007,148887.96,56905.0,39.23670964628008,1663.8888888888887,4182.8058479532165,-1663.8888888888887,26.58965524949914,20.9,0.8817705869069398,0.45365405609071136,0.935672514619883,150.0,3,56283.71,65.6,0.14807502467917077,38.1555417061943,0.0,64.57304964539007,27.0,LOW,372.0,120.56125,-66888.33333333333,inf,4182.8058479532165,0,SELL
truck_0157,ACTIVE,Lease Purchase,2023-04-01,146555.0,3398.0,"TPine Leasing Capital, L.P.",Peterbilt,579,63836.0,22500.0,13.98,101.0,34.2,14022.5,824.8529411764706,17.0,12774.47,2024-06-07,2025-04-05,0.0,191302.75,3298.323275862069,496090.0,180085.043243505,532.7959859275296,0.0,338.0,73700.0,1100.0,67.0,,,,124055.0,2022,128706.0,False,-60219.0,-94.33391816529858,160577.5,82719.0,56.4422912899594,2418.6842105263154,3808.0146198830407,-1760.7894736842104,26.62677106865841,9.2,0.8393893971728059,0.38525321773994364,0.49707602339181284,150.0,4,47825.6875,70.0,0.19743336623889435,40.36211921262585,0.0,94.33391816529858,36.4,MEDIUM,296.0,824.8529411764706,-70783.73684210527,inf,3808.0146198830407,0,SELL
truck_0027,ACTIVE,Operating lease,2023-04-01,117590.0,4070.0,Penske,International,LT625,54301.0,0.0,0.0,0.0,34.2,2372.75,790.9166666666666,3.0,1964.3,2024-06-04,2025-03-10,0.0,167657.7,2941.363157894737,593704.0,221185.169542687,558.5484079360783,6.0,396.0,68400.0,1200.0,57.0,,,,117590.0,2022,1691.0,False,-63289.0,-116.55218135945931,119962.75,63289.0,53.821753550471975,1850.5555555555554,4139.37865497076,-1850.5555555555554,26.393292862331386,7.4,0.7155218638929198,0.40797410438053244,0.08771929824561403,150.0,4,41914.425,74.1,0.19743336623889435,48.30404084946847,0.0,100.0,39.7,MEDIUM,322.0,790.9166666666666,-74392.33333333333,inf,4139.37865497076,0,SELL
truck_0067,ACTIVE,Operating lease,2023-04-01,146928.0,4070.0,Penske,Freightliner,Cascadia,88843.0,0.0,0.0,0.0,34.2,3840.17,480.02125,8.0,2890.63,2024-05-25,2025-02-26,0.0,143299.71,2470.684655172414,444416.0,143037.711036863,468.9761017602066,8.0,305.0,58600.0,1065.4545454545455,55.0,,,,146928.0,2023,122767.0,False,-58085.0,-65.37937710342965,150768.17,58085.0,39.532968528803224,1698.3918128654968,4182.28567251462,-1698.3918128654968,20.209532850440453,19.4,1.0521177607407581,0.4089331374083032,0.23391812865497075,150.0,3,47766.57,72.7,0.14807502467917077,36.15789790561859,0.0,65.37937710342965,26.9,LOW,334.0,480.02125,-68275.35087719298,inf,4182.28567251462,0,SELL
truck_0267,ACTIVE,Operating lease,2023-04-01,120406.0,4070.0,Penske,Freightliner,Cascadia,67070.0,0.0,0.0,0.0,34.2,2739.01,342.37625,8.0,2739.01,2024-08-13,2025-04-16,0.0,112509.13,1939.8125862068969,438972.0,145854.207339427,450.1673066031697,0.0,324.0,46650.0,1060.2272727272727,44.0,,,,120406.0,2022,400354.0,False,-53336.0,-79.52288653645445,123145.01,53336.0,44.29679584073883,1559.5321637426898,4150.088011695906,-1559.5321637426898,17.78233439243367,13.7,1.0945334836381722,0.414633016893829,0.23391812865497075,150.0,4,28127.2825,72.7,0.19743336623889435,35.71497146688059,0.0,79.52288653645445,31.0,LOW,285.0,342.37625,-62693.19298245614,inf,4150.088011695906,0,SELL
truck_0226,ACTIVE,Operating lease,2023-04-01,117590.0,4070.0,Penske,International,LT625,59850.0,0.0,0.0,0.0,34.2,13620.54,1945.7914285714285,7.0,13620.54,2024-07-02,2025-03-08,0.0,113527.23,1957.3660344827583,436437.0,113945.652371731,466.9903785726681,0.0,244.0,35400.0,667.9245283018868,53.0,,,,117590.0,2022,148845.0,False,-57740.0,-96.47451963241437,131210.54,57740.0,49.10281486520962,1688.3040935672514,4468.261403508772,-1688.3040935672514,13.091496170885295,6.2,1.155762718776808,0.3118194639294908,0.2046783625730994,150.0,4,28381.8075,73.0,0.19743336623889435,35.50872265677757,0.0,96.47451963241437,36.1,MEDIUM,324.0,1945.7914285714285,-67869.82456140351,inf,4468.261403508772,0,SELL
truck_0229,ACTIVE,Operating lease,2023-04-01,146928.0,4070.0,Penske,Freightliner,Cascadia,90353.0,0.0,0.0,0.0,34.2,9716.63,883.33,11.0,8646.76,2024-06-26,2025-05-02,0.0,108107.69,1863.9256896551724,404702.0,114142.27682186,481.6129823707173,9.0,237.0,62800.0,1256.0,50.0,,,,146928.0,2023,128581.0,False,-56575.0,-62.6155191305214,156644.63,56575.0,38.505254274202336,1654.2397660818713,4354.111988304094,-1654.2397660818713,21.227788946967475,20.3,1.4489684313854083,0.5809022466394389,0.3216374269005848,150.0,3,36035.89666666667,71.8,0.14807502467917077,32.926747907815326,0.0,62.6155191305214,25.4,LOW,269.0,883.33,-66500.43859649122,inf,4354.111988304094,0,SELL
truck_0004,ACTIVE,Financed,2023-04-01,159000.0,3619.17,"Crossroads Equipment Lease and Finance, LLC",Peterbilt,579,63977.0,24752.5,13.02,0.0,34.2,5709.42,380.628,15.0,5709.42,2024-06-18,2025-04-14,0.0,155469.02,2680.500344827586,490002.0,148277.15728746,473.72893702063897,2.0,313.0,64000.0,969.6969696969696,66.0,,,,134247.5,2022,165073.0,False,-70270.5,-109.83712896822296,164709.42,95023.0,59.76289308176101,2778.4502923976606,3786.112105263158,-2054.6929824561403,22.184859683223635,6.0,1.059435635472585,0.4116575765383998,0.43859649122807015,150.0,4,38867.255,70.6,0.19743336623889435,39.86679662646917,0.0,100.0,38.0,MEDIUM,287.0,380.628,-82598.65789473684,inf,3786.112105263158,0,SELL
truck_0146,ACTIVE,Operating lease,2023-04-01,146928.0,4070.0,Penske,Freightliner,Cascadia,89357.0,0.0,0.0,0.0,34.2,2505.45,501.09,5.0,2505.45,2024-08-26,2024-10-17,0.0,157695.32,2718.884827586207,430502.0,194825.089144433,533.7673675189945,57.0,365.0,75400.0,1300.0,58.0,,,,146928.0,2023,1747.0,False,-57571.0,-64.42808062043265,149433.45,57571.0,39.18313731895894,1683.3625730994152,4143.258771929824,-1683.3625730994152,26.12364139308302,21.0,0.9476086544610202,0.47813720787655584,0.14619883040935672,150.0,3,52565.10666666667,73.5,0.14807502467917077,35.025848223656695,0.0,64.42808062043265,26.4,LOW,466.0,501.09,-67671.17543859649,inf,4143.258771929824,0,SELL
truck_0036,ACTIVE,Operating lease,2023-04-01,122556.0,4070.0,Penske,Freightliner,Cascadia,62344.0,0.0,0.0,0.0,34.2,17691.63,1965.736666666667,9.0,17338.800000000003,2024-05-29,2025-04-23,0.0,147080.43,2535.8694827586205,576347.0,185422.568384603,481.6170607392285,0.0,385.0,64500.0,1023.809523809524,63.0,,,,122556.0,2022,532643.0,False,-60212.0,-96.58026433979212,140247.63,60212.0,49.130193544175725,1760.5847953216373,4587.299122807018,-1760.5847953216373,23.081743403801358,8.0,0.9535437855328545,0.438535568600119,0.2631578947368421,150.0,4,36770.1075,72.4,0.19743336623889435,46.89186704396232,0.0,96.58026433979212,38.4,MEDIUM,278.0,1965.736666666667,-70775.50877192983,inf,4587.299122807018,0,SELL
truck_0033,ACTIVE,Operating lease,2023-04-01,105351.0,4070.0,Penske,Freightliner,Cascadia,63355.0,0.0,0.0,0.0,34.2,3926.89,654.4816666666667,6.0,3591.89,2024-05-29,2025-04-10,0.0,150890.61,2601.5622413793103,546250.0,174840.265102738,461.3199606932401,0.0,379.0,62250.0,1037.5,60.0,,,,105351.0,2022,503043.0,False,-41996.0,-66.28679662220819,109277.89,41996.0,39.86293438125884,1227.953216374269,4184.82134502924,-1227.953216374269,25.053135789324095,20.0,0.7242192870716078,0.412550522527545,0.17543859649122806,150.0,4,37722.6525,73.2,0.19743336623889435,44.44316075691279,0.0,66.28679662220819,28.8,LOW,291.0,654.4816666666667,-49363.71929824562,inf,4184.82134502924,0,SELL
truck_0195,ACTIVE,Operating lease,2023-04-01,105351.0,4070.0,Penske,Freightliner,Cascadia,64818.0,0.0,0.0,0.0,34.2,3464.56,577.4266666666666,6.0,3024.02,2024-07-30,2025-03-14,0.0,139347.97,2402.551206896552,506096.0,139507.442779419,484.4008429840938,0.0,288.0,60000.0,1111.111111111111,54.0,,,,105351.0,2022,466471.0,False,-40533.0,-62.533555493844304,108815.56,40533.0,38.474243244012875,1185.1754385964912,4171.302923976608,-1185.1754385964912,24.192615800778004,21.3,0.7808908877538725,0.43057677840588565,0.17543859649122806,150.0,4,34836.9925,73.2,0.19743336623889435,41.17621214907192,0.0,62.533555493844304,27.0,LOW,318.0,577.4266666666666,-47644.05263157895,inf,4171.302923976608,0,SELL
truck_0001,ACTIVE,Lease Purchase,2023-04-01,141555.0,3248.0,"TPine Leasing Capital, L.P.",Peterbilt,579,66161.0,21800.0,13.9,101.0,34.2,14121.28,1008.6628571428572,14.0,14121.28,2024-07-08,2025-05-03,0.0,138163.25,2382.125,419561.0,190393.72936045,477.1772665675439,21.0,399.0,57700.0,1131.3725490196075,51.0,,,,119755.0,2022,132098.0,False,-53594.0,-81.0054261574039,155676.28,75394.0,53.261276535622194,2204.502923976608,3660.9029239766082,-1567.0760233918127,21.630101423807986,13.1,1.126756065741071,0.41762190741749344,0.4093567251461988,150.0,4,34540.8125,70.9,0.19743336623889435,34.13568324088071,0.0,81.0054261574039,31.2,LOW,268.0,1008.6628571428572,-62996.45614035088,inf,3660.9029239766082,0,SELL
truck_0079,ACTIVE,Operating lease,2023-04-01,146928.0,4070.0,Penske,Freightliner,Cascadia,92005.0,0.0,0.0,0.0,34.2,1685.81,421.4525,4.0,1685.81,2024-07-09,2024-08-07,0.0,128967.3,2223.5741379310343,355074.0,128562.0,512.199203187251,0.0,251.0,49800.0,1245.0,40.0,,,,146928.0,2023,310978.0,False,-54923.0,-59.69566871365687,148613.81,54923.0,37.38089404334096,1605.9356725146197,4119.29269005848,-1605.9356725146197,17.30321355768629,21.0,1.152337142826127,0.38614439474192297,0.11695906432748537,150.0,3,42989.1,73.8,0.14807502467917077,28.888990137482935,0.0,59.69566871365687,23.7,LOW,537.0,421.4525,-64558.61403508772,inf,4119.29269005848,0,SELL
truck_0076,ACTIVE,Operating lease,2023-04-01,105351.0,4070.0,Penske,Freightliner,Cascadia,65386.0,0.0,0.0,0.0,34.2,1547.96,221.1371428571429,7.0,1541.07,2024-07-02,2025-04-08,0.0,118127.98,2036.689310344828,491277.0,115816.382064872,490.7473816308136,2.0,236.0,50750.0,1103.2608695652175,46.0,,,,105351.0,2022,440654.0,False,-39965.0,-61.121646835714074,106898.96,39965.0,37.935093164754015,1168.5672514619882,4115.261988304093,-1168.5672514619882,20.62228842304144,21.2,0.9049419113067032,0.42961879141588644,0.2046783625730994,150.0,4,29531.995,73.0,0.19743336623889435,39.970531235100864,0.0,61.121646835714074,26.4,LOW,293.0,221.1371428571429,-46976.40350877193,inf,4115.261988304093,0,SELL
